loss,mape,val_loss,val_mape
0.03754383698105812,1205170.875,0.010143606923520565,137.66738891601562
0.009483607485890388,538294.0,0.011387002654373646,312.7191467285156
0.007827524095773697,523235.84375,0.005096605513244867,165.8270263671875
0.005586258135735989,479450.5,0.004519946873188019,135.0756378173828
0.004454520996659994,464749.5625,0.0036005526781082153,165.60459899902344
0.003921964205801487,426255.71875,0.0034686571452766657,116.0357894897461
0.003341866657137871,430491.28125,0.0032875665929168463,104.24027252197266
0.003336721332743764,394976.0,0.002241692505776882,132.50460815429688
0.0028324329759925604,341795.3125,0.0029888676945120096,204.15672302246094
0.002894933335483074,329340.0625,0.0015993926208466291,107.92328643798828
0.00273204711265862,288820.375,0.00242793932557106,171.5633544921875
0.002583133289590478,318068.375,0.0016745838802307844,89.564697265625
0.002600561361759901,288128.90625,0.0019733260851353407,146.4975128173828
0.0023453617468476295,263242.1875,0.0017052892362698913,59.01129913330078
0.0023122814018279314,270960.1875,0.001714310608804226,51.241539001464844
0.0022366265766322613,268244.6875,0.0014511429471895099,67.76625061035156
0.0021589412353932858,248941.265625,0.0020872734021395445,152.3238525390625
0.0021911954972893,270385.4375,0.0014466237043961883,71.23944091796875
0.0021391932386904955,234356.765625,0.0018611294217407703,123.75428771972656
0.002063681138679385,209366.296875,0.003612095955759287,127.88306427001953
0.0020685698837041855,224913.40625,0.0014448463916778564,72.86543273925781
0.00203726626932621,231446.046875,0.0015523263718932867,60.36347198486328
0.0020034366752952337,208585.84375,0.001689709024503827,54.36151885986328
0.0019759642891585827,208253.703125,0.0019403975456953049,60.57267379760742
0.0019049986731261015,218961.640625,0.0020507711451500654,28.601682662963867
0.0019347942434251308,188367.09375,0.002023261273279786,27.018665313720703
0.0018541511381044984,201832.921875,0.0013642270350828767,66.77172088623047
0.0018694365862756968,194857.21875,0.001974476268514991,75.56982421875
0.0018567066872492433,185050.546875,0.0015484803589060903,71.60610961914062
0.0018650760175660253,200194.34375,0.001695761689916253,99.04688262939453
0.0018384853610768914,196441.828125,0.0015826929593458772,62.702903747558594
0.0018222728976979852,158662.46875,0.0014730885159224272,30.81531524658203
0.001817013486288488,149687.359375,0.0014355918392539024,66.36480712890625
0.001780542777851224,152995.578125,0.0025616316124796867,77.30049133300781
0.0017366171814501286,166379.6875,0.0016497611068189144,114.5118179321289
0.0018429175252094865,141809.203125,0.0016354209510609508,24.728538513183594
0.001745549845509231,170259.1875,0.001567671075463295,42.480560302734375
0.0017428568098694086,165833.390625,0.0018155504949390888,136.65753173828125
0.001754705561324954,167352.09375,0.0013168962905183434,43.530391693115234
0.0017480958485975862,162748.34375,0.001687738811597228,48.88865280151367
0.00171957619022578,155592.609375,0.0017620412399992347,116.16496276855469
0.0017188632627949119,143208.0,0.0015600700862705708,33.054603576660156
0.0016752913361415267,145911.5625,0.0012967120856046677,34.4610710144043
0.0017017330974340439,154368.46875,0.0017306237714365125,100.41825103759766
0.0016652034828439355,178630.40625,0.001739962724968791,64.21491241455078
0.0017239005537703633,148841.515625,0.0012230267748236656,48.9918212890625
0.001667496282607317,152622.109375,0.002327372319996357,89.41841888427734
0.001703670248389244,160560.71875,0.0017664849292486906,39.69239044189453
0.0016370604280382395,132653.5625,0.001645621727220714,49.42024612426758
0.0016586263664066792,147054.5,0.0016899047186598182,24.825939178466797
