5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2006 0:00,86,1,100,0970
1/10/2006 0:15,83,1,100,0970
1/10/2006 0:30,52,1,100,0970
1/10/2006 0:45,58,1,100,0970
1/10/2006 1:00,59,1,100,0970
1/10/2006 1:15,44,1,100,0970
1/10/2006 1:30,31,1,100,0970
1/10/2006 1:45,37,1,100,0970
1/10/2006 2:00,30,1,100,0970
1/10/2006 2:15,24,1,100,0970
1/10/2006 2:30,16,1,100,0970
1/10/2006 2:45,24,1,100,0970
1/10/2006 3:00,25,1,100,0970
1/10/2006 3:15,25,1,100,0970
1/10/2006 3:30,15,1,100,0970
1/10/2006 3:45,6,1,100,0970
1/10/2006 4:00,21,1,100,0970
1/10/2006 4:15,17,1,100,0970
1/10/2006 4:30,15,1,100,0970
1/10/2006 4:45,15,1,100,0970
1/10/2006 5:00,16,1,100,0970
1/10/2006 5:15,21,1,100,0970
1/10/2006 5:30,27,1,100,0970
1/10/2006 5:45,21,1,100,0970
1/10/2006 6:00,25,1,100,0970
1/10/2006 6:15,32,1,100,0970
1/10/2006 6:30,61,1,100,0970
1/10/2006 6:45,48,1,100,0970
1/10/2006 7:00,56,1,100,0970
1/10/2006 7:15,66,1,100,0970
1/10/2006 7:30,77,1,100,0970
1/10/2006 7:45,79,1,100,0970
1/10/2006 8:00,67,1,100,0970
1/10/2006 8:15,93,1,100,0970
1/10/2006 8:30,103,1,100,0970
1/10/2006 8:45,130,1,100,0970
1/10/2006 9:00,154,1,100,0970
1/10/2006 9:15,149,1,100,0970
1/10/2006 9:30,210,1,100,0970
1/10/2006 9:45,229,1,100,0970
1/10/2006 10:00,250,1,100,0970
1/10/2006 10:15,246,1,100,0970
1/10/2006 10:30,266,1,100,0970
1/10/2006 10:45,254,1,100,0970
1/10/2006 11:00,300,1,100,0970
1/10/2006 11:15,275,1,100,0970
1/10/2006 11:30,322,1,100,0970
1/10/2006 11:45,292,1,100,0970
1/10/2006 12:00,315,1,100,0970
1/10/2006 12:15,314,1,100,0970
1/10/2006 12:30,308,1,100,0970
1/10/2006 12:45,280,1,100,0970
1/10/2006 13:00,357,1,100,0970
1/10/2006 13:15,298,1,100,0970
1/10/2006 13:30,281,1,100,0970
1/10/2006 13:45,289,1,100,0970
1/10/2006 14:00,345,1,100,0970
1/10/2006 14:15,297,1,100,0970
1/10/2006 14:30,233,1,100,0970
1/10/2006 14:45,227,1,100,0970
1/10/2006 15:00,273,1,100,0970
1/10/2006 15:15,225,1,100,0970
1/10/2006 15:30,265,1,100,0970
1/10/2006 15:45,257,1,100,0970
1/10/2006 16:00,233,1,100,0970
1/10/2006 16:15,244,1,100,0970
1/10/2006 16:30,259,1,100,0970
1/10/2006 16:45,264,1,100,0970
1/10/2006 17:00,265,1,100,0970
1/10/2006 17:15,253,1,100,0970
1/10/2006 17:30,243,1,100,0970
1/10/2006 17:45,210,1,100,0970
1/10/2006 18:00,216,1,100,0970
1/10/2006 18:15,202,1,100,0970
1/10/2006 18:30,177,1,100,0970
1/10/2006 18:45,169,1,100,0970
1/10/2006 19:00,167,1,100,0970
1/10/2006 19:15,136,1,100,0970
1/10/2006 19:30,131,1,100,0970
1/10/2006 19:45,128,1,100,0970
