5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2006 0:00,30,1,100,2820
1/10/2006 0:15,34,1,100,2820
1/10/2006 0:30,24,1,100,2820
1/10/2006 0:45,22,1,100,2820
1/10/2006 1:00,23,1,100,2820
1/10/2006 1:15,17,1,100,2820
1/10/2006 1:30,15,1,100,2820
1/10/2006 1:45,17,1,100,2820
1/10/2006 2:00,20,1,100,2820
1/10/2006 2:15,8,1,100,2820
1/10/2006 2:30,8,1,100,2820
1/10/2006 2:45,12,1,100,2820
1/10/2006 3:00,9,1,100,2820
1/10/2006 3:15,9,1,100,2820
1/10/2006 3:30,8,1,100,2820
1/10/2006 3:45,8,1,100,2820
1/10/2006 4:00,9,1,100,2820
1/10/2006 4:15,4,1,100,2820
1/10/2006 4:30,9,1,100,2820
1/10/2006 4:45,4,1,100,2820
1/10/2006 5:00,13,1,100,2820
1/10/2006 5:15,9,1,100,2820
1/10/2006 5:30,7,1,100,2820
1/10/2006 5:45,12,1,100,2820
1/10/2006 6:00,11,1,100,2820
1/10/2006 6:15,20,1,100,2820
1/10/2006 6:30,27,1,100,2820
1/10/2006 6:45,19,1,100,2820
1/10/2006 7:00,29,1,100,2820
1/10/2006 7:15,28,1,100,2820
1/10/2006 7:30,36,1,100,2820
1/10/2006 7:45,39,1,100,2820
1/10/2006 8:00,38,1,100,2820
1/10/2006 8:15,38,1,100,2820
1/10/2006 8:30,49,1,100,2820
1/10/2006 8:45,73,1,100,2820
1/10/2006 9:00,68,1,100,2820
1/10/2006 9:15,80,1,100,2820
1/10/2006 9:30,110,1,100,2820
1/10/2006 9:45,111,1,100,2820
1/10/2006 10:00,95,1,100,2820
1/10/2006 10:15,109,1,100,2820
1/10/2006 10:30,110,1,100,2820
1/10/2006 10:45,116,1,100,2820
1/10/2006 11:00,90,1,100,2820
1/10/2006 11:15,117,1,100,2820
1/10/2006 11:30,115,1,100,2820
1/10/2006 11:45,112,1,100,2820
1/10/2006 12:00,112,1,100,2820
1/10/2006 12:15,112,1,100,2820
1/10/2006 12:30,128,1,100,2820
1/10/2006 12:45,134,1,100,2820
1/10/2006 13:00,114,1,100,2820
1/10/2006 13:15,117,1,100,2820
1/10/2006 13:30,101,1,100,2820
1/10/2006 13:45,134,1,100,2820
1/10/2006 14:00,110,1,100,2820
1/10/2006 14:15,106,1,100,2820
1/10/2006 14:30,106,1,100,2820
1/10/2006 14:45,101,1,100,2820
1/10/2006 15:00,114,1,100,2820
1/10/2006 15:15,92,1,100,2820
1/10/2006 15:30,113,1,100,2820
1/10/2006 15:45,106,1,100,2820
1/10/2006 16:00,110,1,100,2820
1/10/2006 16:15,107,1,100,2820
1/10/2006 16:30,116,1,100,2820
1/10/2006 16:45,107,1,100,2820
1/10/2006 17:00,106,1,100,2820
1/10/2006 17:15,101,1,100,2820
1/10/2006 17:30,100,1,100,2820
1/10/2006 17:45,109,1,100,2820
1/10/2006 18:00,92,1,100,2820
1/10/2006 18:15,90,1,100,2820
1/10/2006 18:30,85,1,100,2820
1/10/2006 18:45,73,1,100,2820
1/10/2006 19:00,60,1,100,2820
1/10/2006 19:15,64,1,100,2820
1/10/2006 19:30,57,1,100,2820
1/10/2006 19:45,41,1,100,2820
1/10/2006 20:00,65,1,100,2820
1/10/2006 20:15,46,1,100,2820
1/10/2006 20:30,53,1,100,2820
1/10/2006 20:45,50,1,100,2820
1/10/2006 21:00,68,1,100,2820
1/10/2006 21:15,84,1,100,2820
1/10/2006 21:30,57,1,100,2820
1/10/2006 21:45,36,1,100,2820
1/10/2006 22:00,29,1,100,2820
1/10/2006 22:15,26,1,100,2820
1/10/2006 22:30,33,1,100,2820
1/10/2006 22:45,22,1,100,2820
1/10/2006 23:00,14,1,100,2820
1/10/2006 23:15,15,1,100,2820
1/10/2006 23:30,11,1,100,2820
1/10/2006 23:45,12,1,100,2820
2/10/2006 0:00,6,1,100,2820
2/10/2006 0:15,5,1,100,2820
2/10/2006 0:30,9,1,100,2820
2/10/2006 0:45,4,1,100,2820
2/10/2006 1:00,10,1,100,2820
2/10/2006 1:15,2,1,100,2820
2/10/2006 1:30,6,1,100,2820
2/10/2006 1:45,3,1,100,2820
2/10/2006 2:00,3,1,100,2820
2/10/2006 2:15,3,1,100,2820
2/10/2006 2:30,1,1,100,2820
2/10/2006 2:45,3,1,100,2820
2/10/2006 3:00,3,1,100,2820
2/10/2006 3:15,4,1,100,2820
2/10/2006 3:30,4,1,100,2820
2/10/2006 3:45,2,1,100,2820
2/10/2006 4:00,6,1,100,2820
2/10/2006 4:15,5,1,100,2820
2/10/2006 4:30,9,1,100,2820
2/10/2006 4:45,9,1,100,2820
2/10/2006 5:00,18,1,100,2820
2/10/2006 5:15,11,1,100,2820
2/10/2006 5:30,21,1,100,2820
2/10/2006 5:45,33,1,100,2820
2/10/2006 6:00,38,1,100,2820
2/10/2006 6:15,60,1,100,2820
2/10/2006 6:30,61,1,100,2820
2/10/2006 6:45,87,1,100,2820
2/10/2006 7:00,111,1,100,2820
2/10/2006 7:15,152,1,100,2820
2/10/2006 7:30,181,1,100,2820
2/10/2006 7:45,148,1,100,2820
2/10/2006 8:00,156,1,100,2820
2/10/2006 8:15,147,1,100,2820
2/10/2006 8:30,130,1,100,2820
2/10/2006 8:45,123,1,100,2820
2/10/2006 9:00,132,1,100,2820
2/10/2006 9:15,125,1,100,2820
2/10/2006 9:30,114,1,100,2820
2/10/2006 9:45,111,1,100,2820
2/10/2006 10:00,123,1,100,2820
2/10/2006 10:15,110,1,100,2820
2/10/2006 10:30,101,1,100,2820
2/10/2006 10:45,90,1,100,2820
2/10/2006 11:00,89,1,100,2820
2/10/2006 11:15,73,1,100,2820
2/10/2006 11:30,105,1,100,2820
