5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2006 0:00,61,1,100,3126
1/10/2006 0:15,50,1,100,3126
1/10/2006 0:30,50,1,100,3126
1/10/2006 0:45,42,1,100,3126
1/10/2006 1:00,36,1,100,3126
1/10/2006 1:15,45,1,100,3126
1/10/2006 1:30,27,1,100,3126
1/10/2006 1:45,21,1,100,3126
1/10/2006 2:00,19,1,100,3126
1/10/2006 2:15,19,1,100,3126
1/10/2006 2:30,22,1,100,3126
1/10/2006 2:45,20,1,100,3126
1/10/2006 3:00,14,1,100,3126
1/10/2006 3:15,20,1,100,3126
1/10/2006 3:30,8,1,100,3126
1/10/2006 3:45,9,1,100,3126
1/10/2006 4:00,18,1,100,3126
1/10/2006 4:15,11,1,100,3126
1/10/2006 4:30,9,1,100,3126
1/10/2006 4:45,15,1,100,3126
1/10/2006 5:00,14,1,100,3126
1/10/2006 5:15,21,1,100,3126
1/10/2006 5:30,23,1,100,3126
1/10/2006 5:45,30,1,100,3126
1/10/2006 6:00,53,1,100,3126
1/10/2006 6:15,42,1,100,3126
1/10/2006 6:30,41,1,100,3126
1/10/2006 6:45,52,1,100,3126
1/10/2006 7:00,54,1,100,3126
1/10/2006 7:15,52,1,100,3126
1/10/2006 7:30,52,1,100,3126
1/10/2006 7:45,62,1,100,3126
1/10/2006 8:00,53,1,100,3126
1/10/2006 8:15,91,1,100,3126
1/10/2006 8:30,89,1,100,3126
1/10/2006 8:45,113,1,100,3126
1/10/2006 9:00,123,1,100,3126
1/10/2006 9:15,140,1,100,3126
1/10/2006 9:30,175,1,100,3126
1/10/2006 9:45,203,1,100,3126
1/10/2006 10:00,173,1,100,3126
1/10/2006 10:15,199,1,100,3126
1/10/2006 10:30,185,1,100,3126
1/10/2006 10:45,233,1,100,3126
1/10/2006 11:00,187,1,100,3126
1/10/2006 11:15,196,1,100,3126
1/10/2006 11:30,220,1,100,3126
1/10/2006 11:45,189,1,100,3126
1/10/2006 12:00,178,1,100,3126
1/10/2006 12:15,206,1,100,3126
1/10/2006 12:30,198,1,100,3126
1/10/2006 12:45,197,1,100,3126
1/10/2006 13:00,215,1,100,3126
1/10/2006 13:15,208,1,100,3126
1/10/2006 13:30,188,1,100,3126
1/10/2006 13:45,216,1,100,3126
1/10/2006 14:00,196,1,100,3126
1/10/2006 14:15,204,1,100,3126
1/10/2006 14:30,210,1,100,3126
1/10/2006 14:45,209,1,100,3126
1/10/2006 15:00,214,1,100,3126
1/10/2006 15:15,196,1,100,3126
1/10/2006 15:30,196,1,100,3126
1/10/2006 15:45,204,1,100,3126
1/10/2006 16:00,214,1,100,3126
1/10/2006 16:15,171,1,100,3126
1/10/2006 16:30,162,1,100,3126
1/10/2006 16:45,213,1,100,3126
1/10/2006 17:00,205,1,100,3126
1/10/2006 17:15,232,1,100,3126
1/10/2006 17:30,166,1,100,3126
1/10/2006 17:45,197,1,100,3126
1/10/2006 18:00,157,1,100,3126
1/10/2006 18:15,154,1,100,3126
1/10/2006 18:30,129,1,100,3126
1/10/2006 18:45,131,1,100,3126
1/10/2006 19:00,124,1,100,3126
1/10/2006 19:15,112,1,100,3126
1/10/2006 19:30,90,1,100,3126
1/10/2006 19:45,83,1,100,3126
1/10/2006 20:00,78,1,100,3126
1/10/2006 20:15,81,1,100,3126
1/10/2006 20:30,51,1,100,3126
1/10/2006 20:45,75,1,100,3126
1/10/2006 21:00,78,1,100,3126
1/10/2006 21:15,90,1,100,3126
1/10/2006 21:30,80,1,100,3126
1/10/2006 21:45,51,1,100,3126
1/10/2006 22:00,70,1,100,3126
1/10/2006 22:15,57,1,100,3126
1/10/2006 22:30,50,1,100,3126
1/10/2006 22:45,43,1,100,3126
1/10/2006 23:00,34,1,100,3126
1/10/2006 23:15,21,1,100,3126
1/10/2006 23:30,34,1,100,3126
1/10/2006 23:45,20,1,100,3126
2/10/2006 0:00,16,1,100,3126
2/10/2006 0:15,9,1,100,3126
2/10/2006 0:30,8,1,100,3126
2/10/2006 0:45,10,1,100,3126
2/10/2006 1:00,13,1,100,3126
2/10/2006 1:15,10,1,100,3126
2/10/2006 1:30,10,1,100,3126
2/10/2006 1:45,15,1,100,3126
2/10/2006 2:00,3,1,100,3126
2/10/2006 2:15,4,1,100,3126
