5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2006 0:00,121,1,100,4262
1/10/2006 0:15,92,1,100,4262
1/10/2006 0:30,85,1,100,4262
1/10/2006 0:45,97,1,100,4262
1/10/2006 1:00,87,1,100,4262
1/10/2006 1:15,100,1,100,4262
1/10/2006 1:30,86,1,100,4262
1/10/2006 1:45,77,1,100,4262
1/10/2006 2:00,74,1,100,4262
1/10/2006 2:15,65,1,100,4262
1/10/2006 2:30,69,1,100,4262
1/10/2006 2:45,63,1,100,4262
1/10/2006 3:00,49,1,100,4262
1/10/2006 3:15,60,1,100,4262
1/10/2006 3:30,58,1,100,4262
1/10/2006 3:45,67,1,100,4262
1/10/2006 4:00,72,1,100,4262
1/10/2006 4:15,46,1,100,4262
1/10/2006 4:30,50,1,100,4262
1/10/2006 4:45,47,1,100,4262
1/10/2006 5:00,38,1,100,4262
1/10/2006 5:15,46,1,100,4262
1/10/2006 5:30,35,1,100,4262
1/10/2006 5:45,43,1,100,4262
1/10/2006 6:00,34,1,100,4262
1/10/2006 6:15,34,1,100,4262
1/10/2006 6:30,30,1,100,4262
1/10/2006 6:45,37,1,100,4262
1/10/2006 7:00,25,1,100,4262
1/10/2006 7:15,43,1,100,4262
1/10/2006 7:30,44,1,100,4262
1/10/2006 7:45,43,1,100,4262
1/10/2006 8:00,54,1,100,4262
1/10/2006 8:15,50,1,100,4262
1/10/2006 8:30,60,1,100,4262
1/10/2006 8:45,67,1,100,4262
1/10/2006 9:00,83,1,100,4262
1/10/2006 9:15,89,1,100,4262
1/10/2006 9:30,81,1,100,4262
1/10/2006 9:45,87,1,100,4262
1/10/2006 10:00,103,1,100,4262
1/10/2006 10:15,126,1,100,4262
1/10/2006 10:30,133,1,100,4262
1/10/2006 10:45,127,1,100,4262
1/10/2006 11:00,115,1,100,4262
1/10/2006 11:15,170,1,100,4262
1/10/2006 11:30,200,1,100,4262
1/10/2006 11:45,172,1,100,4262
1/10/2006 12:00,173,1,100,4262
1/10/2006 12:15,178,1,100,4262
1/10/2006 12:30,164,1,100,4262
1/10/2006 12:45,177,1,100,4262
1/10/2006 13:00,172,1,100,4262
1/10/2006 13:15,141,1,100,4262
1/10/2006 13:30,185,1,100,4262
1/10/2006 13:45,185,1,100,4262
1/10/2006 14:00,192,1,100,4262
1/10/2006 14:15,172,1,100,4262
1/10/2006 14:30,181,1,100,4262
1/10/2006 14:45,167,1,100,4262
1/10/2006 15:00,168,1,100,4262
1/10/2006 15:15,176,1,100,4262
1/10/2006 15:30,186,1,100,4262
1/10/2006 15:45,188,1,100,4262
1/10/2006 16:00,172,1,100,4262
1/10/2006 16:15,182,1,100,4262
1/10/2006 16:30,197,1,100,4262
1/10/2006 16:45,204,1,100,4262
1/10/2006 17:00,207,1,100,4262
1/10/2006 17:15,209,1,100,4262
1/10/2006 17:30,191,1,100,4262
1/10/2006 17:45,212,1,100,4262
1/10/2006 18:00,156,1,100,4262
1/10/2006 18:15,157,1,100,4262
1/10/2006 18:30,164,1,100,4262
1/10/2006 18:45,132,1,100,4262
1/10/2006 19:00,109,1,100,4262
1/10/2006 19:15,121,1,100,4262
1/10/2006 19:30,158,1,100,4262
1/10/2006 19:45,111,1,100,4262
1/10/2006 20:00,102,1,100,4262
1/10/2006 20:15,82,1,100,4262
1/10/2006 20:30,97,1,100,4262
1/10/2006 20:45,85,1,100,4262
1/10/2006 21:00,112,1,100,4262
1/10/2006 21:15,106,1,100,4262
1/10/2006 21:30,101,1,100,4262
1/10/2006 21:45,82,1,100,4262
1/10/2006 22:00,78,1,100,4262
1/10/2006 22:15,90,1,100,4262
1/10/2006 22:30,78,1,100,4262
1/10/2006 22:45,68,1,100,4262
1/10/2006 23:00,52,1,100,4262
1/10/2006 23:15,51,1,100,4262
1/10/2006 23:30,49,1,100,4262
1/10/2006 23:45,48,1,100,4262
2/10/2006 0:00,38,1,100,4262
2/10/2006 0:15,34,1,100,4262
2/10/2006 0:30,30,1,100,4262
