5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/10/2006 0:00,72,1,100,4040
1/10/2006 0:15,77,1,100,4040
1/10/2006 0:30,62,1,100,4040
1/10/2006 0:45,56,1,100,4040
1/10/2006 1:00,51,1,100,4040
1/10/2006 1:15,54,1,100,4040
1/10/2006 1:30,43,1,100,4040
1/10/2006 1:45,36,1,100,4040
1/10/2006 2:00,32,1,100,4040
1/10/2006 2:15,31,1,100,4040
1/10/2006 2:30,24,1,100,4040
1/10/2006 2:45,22,1,100,4040
1/10/2006 3:00,22,1,100,4040
1/10/2006 3:15,19,1,100,4040
1/10/2006 3:30,16,1,100,4040
1/10/2006 3:45,16,1,100,4040
1/10/2006 4:00,14,1,100,4040
1/10/2006 4:15,17,1,100,4040
1/10/2006 4:30,17,1,100,4040
1/10/2006 4:45,13,1,100,4040
1/10/2006 5:00,16,1,100,4040
1/10/2006 5:15,9,1,100,4040
1/10/2006 5:30,19,1,100,4040
1/10/2006 5:45,20,1,100,4040
1/10/2006 6:00,29,1,100,4040
1/10/2006 6:15,29,1,100,4040
1/10/2006 6:30,37,1,100,4040
1/10/2006 6:45,43,1,100,4040
1/10/2006 7:00,34,1,100,4040
1/10/2006 7:15,30,1,100,4040
1/10/2006 7:30,47,1,100,4040
1/10/2006 7:45,47,1,100,4040
1/10/2006 8:00,48,1,100,4040
1/10/2006 8:15,53,1,100,4040
1/10/2006 8:30,93,1,100,4040
1/10/2006 8:45,92,1,100,4040
1/10/2006 9:00,91,1,100,4040
1/10/2006 9:15,72,1,100,4040
1/10/2006 9:30,120,1,100,4040
1/10/2006 9:45,111,1,100,4040
1/10/2006 10:00,96,1,100,4040
1/10/2006 10:15,129,1,100,4040
1/10/2006 10:30,117,1,100,4040
1/10/2006 10:45,120,1,100,4040
1/10/2006 11:00,129,1,100,4040
1/10/2006 11:15,111,1,100,4040
1/10/2006 11:30,119,1,100,4040
1/10/2006 11:45,135,1,100,4040
1/10/2006 12:00,115,1,100,4040
1/10/2006 12:15,123,1,100,4040
1/10/2006 12:30,128,1,100,4040
1/10/2006 12:45,142,1,100,4040
1/10/2006 13:00,108,1,100,4040
1/10/2006 13:15,129,1,100,4040
1/10/2006 13:30,117,1,100,4040
1/10/2006 13:45,130,1,100,4040
1/10/2006 14:00,126,1,100,4040
1/10/2006 14:15,125,1,100,4040
1/10/2006 14:30,121,1,100,4040
1/10/2006 14:45,120,1,100,4040
1/10/2006 15:00,112,1,100,4040
1/10/2006 15:15,133,1,100,4040
1/10/2006 15:30,104,1,100,4040
1/10/2006 15:45,137,1,100,4040
1/10/2006 16:00,121,1,100,4040
1/10/2006 16:15,138,1,100,4040
1/10/2006 16:30,118,1,100,4040
1/10/2006 16:45,134,1,100,4040
1/10/2006 17:00,155,1,100,4040
1/10/2006 17:15,121,1,100,4040
1/10/2006 17:30,144,1,100,4040
1/10/2006 17:45,131,1,100,4040
1/10/2006 18:00,119,1,100,4040
1/10/2006 18:15,112,1,100,4040
1/10/2006 18:30,114,1,100,4040
1/10/2006 18:45,110,1,100,4040
1/10/2006 19:00,116,1,100,4040
1/10/2006 19:15,88,1,100,4040
1/10/2006 19:30,80,1,100,4040
1/10/2006 19:45,89,1,100,4040
1/10/2006 20:00,76,1,100,4040
1/10/2006 20:15,76,1,100,4040
1/10/2006 20:30,70,1,100,4040
1/10/2006 20:45,73,1,100,4040
1/10/2006 21:00,91,1,100,4040
1/10/2006 21:15,89,1,100,4040
