loss,mape,val_loss,val_mape
0.0026227959897369146,219252.34375,0.00111339520663023,52131.7421875
0.0011196861742064357,107823.8984375,0.0010917482431977987,81393.8515625
0.0010602023685351014,95499.3125,0.00096126738935709,115573.0703125
0.0010315689723938704,91461.234375,0.0010528858983889222,46628.99609375
0.0010155095951631665,89180.7890625,0.0009750192984938622,57531.66796875
0.000999883865006268,83054.28125,0.0009593819850124419,54924.1875
0.0009896713308990002,81635.84375,0.0010083324741572142,58473.35546875
0.0009812068892642856,79719.3671875,0.0010495720198377967,60352.5859375
0.0009747394942678511,78000.4765625,0.0009788434254005551,54520.3046875
0.0009717383072711527,76960.4453125,0.000982010504230857,80435.921875
