loss,mape,val_loss,val_mape
0.04518691077828407,783110.4375,0.023382650688290596,633704.8125
0.02134435623884201,329963.21875,0.020909402519464493,1048381.125
0.018768353387713432,349083.5,0.01706712879240513,816918.6875
0.01647305116057396,303441.375,0.014413615688681602,571714.875
0.012766907922923565,293910.375,0.012034913524985313,579857.875
0.011374440975487232,304399.8125,0.01664559170603752,428807.78125
0.009432890452444553,277604.625,0.012520844116806984,1045527.75
0.00894999410957098,284068.84375,0.007346570026129484,565685.375
0.007981575094163418,318746.0,0.00910193007439375,292149.65625
0.006749772001057863,262708.1875,0.011373504996299744,128795.6796875
0.006583633832633495,210027.84375,0.0056915804743766785,506669.875
0.005857621319591999,229950.640625,0.005325962323695421,249487.84375
0.005662658717483282,149492.21875,0.005120550747960806,202906.375
0.004981725011020899,189053.609375,0.006987717933952808,118663.3515625
0.005032731685787439,161191.703125,0.005329503212124109,442332.28125
0.004453602246940136,161426.109375,0.003918653819710016,235644.84375
0.004216461442410946,163985.796875,0.004325580317527056,458325.34375
0.003886715043336153,155993.921875,0.009241707623004913,634577.625
0.004065272398293018,153401.21875,0.0037193112075328827,150240.828125
0.00379520608112216,134531.890625,0.004269145429134369,328311.03125
0.0037245217245072126,147256.3125,0.0031646634452044964,207314.0625
0.003418480046093464,116826.71875,0.0034403710160404444,209507.640625
0.0036208739038556814,136557.515625,0.00304446485824883,242820.046875
0.0032790901605039835,123921.75,0.0036926432512700558,281960.59375
0.0034064860083162785,129925.3203125,0.0029812208376824856,244105.875
0.003348243422806263,154165.96875,0.003044251585379243,238844.5
0.003117344807833433,148698.46875,0.0028996726032346487,301257.34375
0.0032601631246507168,154495.78125,0.0036787264980375767,391237.5
0.0030723826494067907,133291.40625,0.003097584703937173,232762.65625
0.003189267823472619,125000.8046875,0.0031375503167510033,220932.859375
0.0030821766704320908,139604.453125,0.0028928236570209265,258897.59375
0.003110367339104414,135332.234375,0.002843997674062848,197282.015625
0.002962422091513872,132188.109375,0.0030547964852303267,185969.015625
0.003057787660509348,137615.625,0.0035136218648403883,117460.28125
0.002988627413287759,143603.5625,0.0027905572205781937,193947.609375
0.003035291563719511,125696.1796875,0.0029441018123179674,191032.828125
0.002927115187048912,126952.1796875,0.0030115321278572083,181228.484375
0.0028127431869506836,136101.4375,0.0032344351056963205,150977.53125
0.0029508902225643396,136070.109375,0.002832224126905203,261122.859375
0.0028970749117434025,121330.1953125,0.002789547201246023,278564.78125
0.002871499629691243,141807.328125,0.0032711788080632687,217786.765625
0.0028591861482709646,132943.984375,0.0035219346173107624,323517.84375
0.0028873260598629713,132388.0,0.0029076451901346445,293718.53125
0.002871975302696228,132176.671875,0.0030009886249899864,149858.578125
0.0028347948100417852,133473.078125,0.0028502109926193953,251356.53125
0.0028019617311656475,125573.90625,0.002708520507439971,195611.8125
0.002847675234079361,115727.109375,0.0029309727251529694,160773.9375
0.0027472968213260174,141677.0625,0.0027227485552430153,185341.75
0.002787199802696705,133644.0625,0.0026241240557283163,203208.015625
0.002826568903401494,146502.859375,0.0027149999514222145,211518.71875
