loss,mape,val_loss,val_mape
0.03138718381524086,1395412.875,0.014336012303829193,370351.25
0.013785532675683498,681830.375,0.008394681848585606,489323.25
0.008019785396754742,449854.125,0.007699088659137487,36188.4296875
0.00619731517508626,317687.8125,0.0040539964102208614,182335.15625
0.005236051045358181,293035.90625,0.005200838204473257,642878.9375
0.004568901378661394,315360.96875,0.003771779127418995,249988.34375
0.00409796554595232,271358.9375,0.00445627560839057,51476.3046875
0.0038241290021687746,278292.34375,0.003052406245842576,120561.7890625
0.0036022330168634653,293768.5625,0.0029224499594420195,215462.921875
0.003591056214645505,242603.8125,0.0025560709182173014,245953.328125
