loss,mape,val_loss,val_mape
0.03767590969800949,851880.5625,0.015348507091403008,711975.3125
0.013357852585613728,320371.21875,0.01204776857048273,752846.625
0.01037179958075285,287586.65625,0.008813368156552315,598671.8125
0.007883720099925995,272362.9375,0.006527384277433157,608866.8125
0.0062016877345740795,252191.09375,0.005424130242317915,572900.0
0.00528431823477149,206897.375,0.00628235936164856,344412.625
0.004810819402337074,206229.203125,0.005219141952693462,538437.8125
0.004080251790583134,201271.671875,0.0044465637765824795,449332.8125
0.003812802257016301,177884.359375,0.004100211430341005,201263.0
0.003643459640443325,147143.0,0.0033135958947241306,275804.46875
0.0036479097325354815,153483.703125,0.003848819527775049,326847.71875
0.0034869317896664143,146936.203125,0.0033236395101994276,234928.3125
0.003449461655691266,148500.296875,0.003103500697761774,210598.421875
0.003399921115487814,155310.953125,0.0030622147023677826,241653.34375
0.0032927237916737795,129658.375,0.003511811373755336,330445.53125
0.003290931461378932,149177.71875,0.004397206474095583,265678.25
0.0030996256973594427,135225.90625,0.0037422487512230873,394480.28125
0.00321401609107852,127075.7734375,0.0036649450194090605,111439.8671875
0.0030350228771567345,116497.21875,0.0036562061868608,114630.625
0.003140345448628068,135706.046875,0.003060662653297186,257777.640625
0.003107375930994749,126285.8046875,0.0030995255801826715,195755.609375
0.003012488828971982,144130.828125,0.002946115331724286,200200.984375
0.003081138012930751,113533.390625,0.002999897813424468,234495.921875
0.002925644861534238,135486.609375,0.003149539465084672,185760.125
0.0029705858323723078,132609.46875,0.002947382163256407,177261.4375
0.002969335298985243,109930.1796875,0.0029932602774351835,189428.4375
0.0028990728314965963,125284.21875,0.004056104924529791,229515.390625
0.0028579130303114653,140159.546875,0.002945967484265566,313592.4375
0.0029270376544445753,135726.515625,0.0027996778953820467,204026.90625
0.0029137961100786924,128256.8671875,0.0030338193755596876,186947.296875
0.0027830624021589756,124977.03125,0.0036720524076372385,347360.21875
0.002885725349187851,135677.546875,0.002815064275637269,185938.890625
0.002798517467454076,139770.703125,0.0029903044924139977,159947.609375
0.0028624748811125755,124808.8046875,0.002820873400196433,193522.65625
0.002779246075078845,139989.671875,0.004285707604140043,278676.03125
0.002814793260768056,134468.9375,0.0028837802819907665,165329.515625
0.0027988050132989883,138905.453125,0.003069037338718772,161655.75
0.0027920459397137165,128141.0390625,0.0028361037839204073,198038.21875
0.0027469927445054054,130367.7421875,0.003297509392723441,117933.8515625
0.002820368856191635,122947.75,0.0028648136649280787,184705.703125
0.0026892321184277534,123837.5859375,0.0032170878257602453,127206.9140625
0.0027542717289179564,126747.3828125,0.0029632754158228636,187974.5625
0.002763301832601428,117649.703125,0.003384020645171404,269935.75
0.002723122015595436,127288.296875,0.0026727209333330393,236384.1875
0.002716151997447014,126605.1171875,0.0029849503189325333,308783.90625
0.002655737567692995,138929.84375,0.0026821393985301256,253357.25
0.0026980149559676647,133953.0625,0.0031421110033988953,106940.265625
0.002725239610299468,110206.1328125,0.002821617992594838,260369.984375
0.002696922980248928,128082.09375,0.0027560824528336525,270356.59375
0.002675620373338461,133700.484375,0.0027241865172982216,164783.390625
