loss,mape,val_loss,val_mape
0.00235685589723289,229241.5,0.0012074674014002085,144809.65625
0.0011427433928474784,108180.7578125,0.0010141362436115742,108873.3359375
0.001064596581272781,91965.0234375,0.0010340837761759758,57778.52734375
0.0010351822711527348,84633.0390625,0.0010116039775311947,51082.66015625
0.001017971197143197,78825.9609375,0.0010315397521480918,104340.5859375
0.001009203726425767,78102.609375,0.0010639735264703631,70394.484375
0.0010062369983643293,75670.8828125,0.000975252129137516,58026.81640625
0.0010035180021077394,73896.921875,0.0009968446101993322,113828.046875
0.0009987762896344066,75314.3046875,0.0010061758803203702,45248.4140625
0.0009979048045352101,74884.0234375,0.0009636057657189667,65974.765625
