loss,mape,val_loss,val_mape
0.002129715634509921,213977.09375,0.0012711896561086178,87740.8515625
0.0011859912192448974,95601.0078125,0.0010704102460294962,88097.859375
0.0011328556574881077,86898.453125,0.0011034940835088491,117942.625
0.0011095554800704122,80527.3359375,0.001051020692102611,91021.0390625
0.00109061598777771,77006.8046875,0.0011277928715571761,140704.390625
0.0010763719910755754,75380.8359375,0.0010552589083090425,106928.0078125
0.0010652290657162666,74160.90625,0.0011201439192518592,117658.5625
0.0010571874445304275,72840.3203125,0.001017945003695786,86525.71875
0.0010540131479501724,73864.953125,0.0010431086411699653,102864.0
0.0010504204547032714,72421.0078125,0.0010545116383582354,67656.859375
